phase,order,ticket_id,filename,title,priority,status,confidence,objective,scope,functional_requirements,technical_requirements,acceptance_criteria,required_tests,documentation_updates,out_of_scope,dependencies,implemented_evidence,test_evidence,documentation_evidence,missing_requirements,blockers,recommended_action,overlay
phase-1-1,2,18.26,18-26-local-postgres-docker-setup.md,Ticket 18.26 - Local PostgreSQL Docker Setup,P0,IMPLEMENTED,HIGH,"Make local development reproducible for Codex, developers and future software partners through a documented PostgreSQL Docker setup.",Docker Compose PostgreSQL service | Local DB name/user/password placeholders | Prisma migrate command or ORM equivalent | Seed command placeholder | Reset DB command | Local setup README | Health check or readiness note,Developer can start local database with one command | Application can connect to local database using .env.local | Migrations can run locally | Database can be reset for development,Use safe local credentials only | Do not include production secrets | Mount volumes appropriately or document reset behavior | Avoid conflicting port assumptions or document default port | Local DB supports migrations used by feature tickets | Seed data handled by separate dev seed ticket or placeholder,docker-compose.yml or compose file exists | Local Postgres service configured | .env.example includes local DATABASE_URL example | Migration command documented | DB reset command documented | Local setup README updated | No production credentials included | Developer can reproduce setup from docs,Manual verification steps documented | Optional script test checks DB connectivity,Update README and /docs/deployment/local-development.md if present,"AI insights or predictive analytics | Blockchain, token, wallet or digital asset logic | Full Equine Data Space automation | Federation / studbook automation beyond placeholders | Sensor or wearable ingestion | Complex marketplace automation | Unrestricted buyer access | Real card payment processing or storage of sensitive payment data | Full external logistics-provider implementation unless explicitly scoped","18-01-application-scaffold.md, 00-03-environment-secrets.md",docker-compose.yml defines local PostgreSQL. | .env.example includes DATABASE_URL. | packages/database/prisma/schema.prisma validates when DATABASE_URL is supplied.,DATABASE_URL=... npm --workspace @coritech/database exec prisma validate -- --schema prisma/schema.prisma passed. | Docker service status could not be checked because Docker socket access was denied.,README.md documents local database setup.,No missing core local Postgres configuration evidence found in the repository; runtime Docker status was not verifiable in this environment.,Local Docker permissions outside repo control.,Keep ticket closed at repository level; verify Docker runtime locally when permissions allow.,docs/tickets/_analysis/status-overlays/phase-1-1/18-26.status.md
phase-1-1,3,18.27,18-27-test-framework-baseline.md,Ticket 18.27 - Test Framework Baseline,P0,PARTIALLY_IMPLEMENTED,HIGH,Establish test infrastructure early so each implementation ticket can add real tests consistently.,Choose/configure unit test framework | Configure integration test pattern | Configure E2E test framework or placeholder | Configure test database strategy | Create test data factories | Create auth/context mocking helpers | Add CI-compatible test commands | Document test categories,Developers can run unit tests | Developers can run integration tests if DB available | Auth/role context can be mocked for service/API tests | Future tickets know where to add tests,Avoid overcomplicated test stack | Use deterministic test data | Separate local dev seed data from test factories | Ensure tests can run in CI without production services | Do not use real provider credentials in tests | Mock external providers such as auth/email/storage/payment/logistics,Unit test framework configured | Integration test setup documented/configured | E2E test framework selected or explicit placeholder added | Test database strategy documented | Auth/context test helper exists | Test factories exist or starter pattern exists | npm/pnpm/yarn test commands exist | CI can call test command | Example test included,Add example unit test | Add example service/integration test if DB baseline exists | Add example auth-context mock test,Create /docs/development/testing.md or update README,"AI insights or predictive analytics | Blockchain, token, wallet or digital asset logic | Full Equine Data Space automation | Federation / studbook automation beyond placeholders | Sensor or wearable ingestion | Complex marketplace automation | Unrestricted buyer access | Real card payment processing or storage of sensitive payment data | Full external logistics-provider implementation unless explicitly scoped","18-01-application-scaffold.md, 18-26-local-postgres-docker-setup.md","vitest.config.mjs exists. | npm test runs domain, config and web test suites. | Current suite includes 108 domain, 6 config and 78 web tests.",npm test passed.,commands-run.md records test results.,No E2E test baseline found. | No CI test workflow found. | No test database setup or auth mocking guidance found beyond unit-level helpers.,Scaffold lint/typecheck scripts should be completed for CI-grade baseline.,Add E2E/test database baseline and CI-ready test commands after scaffold completion.,docs/tickets/_analysis/status-overlays/phase-1-1/18-27.status.md
phase-1-1,4,18.23,18-23-api-contract-and-service-conventions.md,Ticket 18.23 - API Contract and Service Conventions,P0,IMPLEMENTED,HIGH,Define a consistent API and service-layer convention so Codex and future developers do not create incompatible patterns ticket by ticket.,Define API route naming conventions | Define request/response shape | Define standard error format | Define validation pattern | Define pagination pattern | Define auth context pattern | Define permission failure behavior | Define service-layer naming and responsibility | Define audit/proof hook convention,Every new backend route/action follows the same response and error structure | Frontend can rely on predictable validation errors | Services own business logic; routes/actions are thin,"Pick one validation library/pattern if project already supports it | Define where services live | Define where DTOs/types live | Define transaction boundary pattern | Define logging/audit hook pattern | Standard success response shape | Standard error response shape with code/message/details | Validation error shape | Pagination fields: items, page/cursor, hasMore/total where selected | 401/403/404/409/422 semantics | Permission failures must return controlled 403 without leaking sensitive object details | 401/403 distinction documented | Do not include secrets or internal stack traces in API responses",API conventions document exists | Service-layer conventions document exists | Standard response/error shapes defined | Pagination convention defined | Validation convention defined | Auth context convention defined | Permission failure convention defined | Audit/proof hook convention defined | At least one example route/service included | Future tickets can reference this convention,"If helper utilities are implemented, add tests for error/response builders | No broad feature tests required if documentation-only",Create /docs/architecture/api-contract-and-service-conventions.md or equivalent,"AI insights or predictive analytics | Blockchain, token, wallet or digital asset logic | Full Equine Data Space automation | Federation / studbook automation beyond placeholders | Sensor or wearable ingestion | Complex marketplace automation | Unrestricted buyer access | Real card payment processing or storage of sensitive payment data | Full external logistics-provider implementation unless explicitly scoped",18-01-application-scaffold.md,"docs/architecture/api-contract-and-service-conventions.md defines route naming, responses, errors, auth context, transactions and service patterns. | apps/web/features/errors/error-handling.mjs implements shared error response helpers used by document API routes.",apps/web/features/errors/error-handling.test.mjs covers error response mapping. | npm test passed.,docs/architecture/api-contract-and-service-conventions.md is the contract document.,No missing core API convention acceptance evidence found in the current codebase.,,Keep this ticket closed; apply conventions to future API routes.,docs/tickets/_analysis/status-overlays/phase-1-1/18-23.status.md
phase-1-1,5,18.25,18-25-global-error-handling.md,Ticket 18.25 - Global Error Handling,P0,IMPLEMENTED,HIGH,"Create predictable application behavior for runtime errors, authorization failures, not-found states and validation errors.",Global error boundary | Not-found page | Unauthorized/forbidden handling | API error mapping | Validation error display helper | Toast/error display pattern | Logging/error tracking hook placeholder | Safe production error messages,Users see readable errors instead of broken pages | Unauthenticated users are guided to login | Forbidden users see access denied | Validation errors show next action | Unexpected server errors are logged or prepared for logging,"Map standard API errors to frontend behavior | Do not expose stack traces to users | Avoid leaking sensitive object existence in forbidden/not-found decisions | Production errors must not expose secrets, SQL, stack traces or internal payloads",Global error boundary exists | 404 handling exists | 403/access denied handling exists | Validation errors display consistently | Unexpected errors have safe user-facing message | Error logging hook placeholder exists | API error format maps to UI behavior | Tests or manual test notes exist,Test API error mapper | Test validation error display helper | Test access denied component | Test not-found component if practical,Document error handling conventions,"AI insights or predictive analytics | Blockchain, token, wallet or digital asset logic | Full Equine Data Space automation | Federation / studbook automation beyond placeholders | Sensor or wearable ingestion | Complex marketplace automation | Unrestricted buyer access | Real card payment processing or storage of sensitive payment data | Full external logistics-provider implementation unless explicitly scoped","18-01-application-scaffold.md, 18-23-api-contract-and-service-conventions.md","apps/web/app/error.tsx, global-error.tsx and not-found.tsx provide global error surfaces. | apps/web/features/errors/error-handling.mjs maps domain errors to UI/API responses. | apps/web/app/access-denied/page.tsx, unauthenticated and unauthorized routes exist.",apps/web/features/errors/error-handling.test.mjs covers error mapping. | npm test passed.,docs/architecture/error-handling.md documents error handling and known logging boundaries.,"Runtime monitoring provider remains a later integration concern, not core error handling.",Monitoring/error tracking provider not selected.,Keep implementation closed; wire monitoring during deployment/integration work.,docs/tickets/_analysis/status-overlays/phase-1-1/18-25.status.md
phase-1-1,6,18.02,18-02-application-shell-navigation.md,Ticket 18.02 - Application Shell and Navigation,P0,IMPLEMENTED,HIGH,"Create the shared app shell that connects public, authenticated, breeder, station and admin areas in one coherent application.","Create public layout and authenticated app layout | Create role-aware navigation structure | Add top navigation or sidebar according to product needs | Add breadcrumb placeholder | Add loading, empty and error state foundations | Add sign-out location in shell | Prepare responsive layout for desktop and tablet widths",Authenticated users see navigation matching their active role | Unauthenticated users are redirected to login for protected routes | Admin users can access admin navigation | Breeder users can access breeder navigation | Station users can access station navigation,"Navigation items should be defined in one central config | Role visibility should use the permission/context layer, not hardcoded page-only checks | Avoid duplicating layout code per role | Keep labels human-readable and suitable for non-technical equine-market users | Protected navigation must not be treated as authorization by itself; API/RBAC checks still apply | Do not reveal links to unauthorized areas if role context is known","Shared app shell exists | Public and authenticated layouts are separated | Role-based navigation config exists | Breeder, Station and Admin navigation groups exist | User can reach logout from authenticated shell | Unauthorized routes do not render protected content | Layout is reusable by later dashboards | No feature-specific business logic is implemented in shell",Test navigation config for role visibility where practical | Add basic rendering test for shell if test framework exists,Document route/layout conventions in /docs/architecture or API/service conventions if available,"AI insights or predictive analytics | Blockchain, token, wallet or digital asset logic | Full Equine Data Space automation | Federation / studbook automation beyond placeholders | Sensor or wearable ingestion | Complex marketplace automation | Unrestricted buyer access | Real card payment processing or storage of sensitive payment data | Full external logistics-provider implementation unless explicitly scoped","18-01-application-scaffold.md, 02-01-auth-provider.md","apps/web/app/app/layout.tsx implements the protected app shell boundary. | apps/web/components/ui/dashboard-shell.tsx renders shared shell navigation. | apps/web/features/navigation.mjs centralizes role-specific navigation links. | apps/web/app/app/breeder/layout.tsx, station/layout.tsx and admin/layout.tsx enforce role workspaces.",apps/web/features/navigation.test.mjs and role-routing tests cover navigation and landing behavior. | npm test passed.,docs/architecture/web-app-shell-and-navigation.md documents shell/navigation behavior.,No missing core app shell acceptance evidence found in the current codebase.,,Keep this ticket closed; add new nav entries only as their implementation tickets land.,docs/tickets/_analysis/status-overlays/phase-1-1/18-02.status.md
phase-1-1,7,18.03,18-03-login-logout-auth-ui.md,"Ticket 18.03 - Login, Logout and Auth UI",P0,IMPLEMENTED,HIGH,"Make authentication usable through real UI pages and session handling, not only provider-level integration.",Create login page | Create logout action | Create auth callback handling page or route | Create password reset entry point if supported by provider | Create email verification state handling if supported | Create auth error page | Add session loading UI | Add redirect handling after successful login,User can open login page | User can authenticate through provider flow | User can log out | Unauthenticated access to protected routes redirects to login | Auth errors produce readable messages | Session loading does not show protected data prematurely,Reuse managed provider SDK from Ticket 02-01 | Do not implement custom password storage or password verification | Use environment config from Ticket 00-03 | Centralize auth route constants | Handle missing provider config safely in local dev | No secrets in client-side code | No custom password handling | Do not expose session tokens in logs or UI | Redirect URLs must be controlled and not open redirect vulnerabilities,Login route exists | Logout route/action exists | Auth callback route exists if provider requires it | Protected routes redirect unauthenticated users | Authenticated user can reach app shell | Auth error state is user-readable | Password reset path exists or is documented as provider-managed | Email verification handling exists or is documented as provider-managed | No custom password logic is implemented,Test unauthenticated protected route behavior | Test authenticated redirect behavior with mocked auth where possible | Test logout action where framework allows,Update auth documentation with login/logout/callback routes and provider-managed responsibilities,"AI insights or predictive analytics | Blockchain, token, wallet or digital asset logic | Full Equine Data Space automation | Federation / studbook automation beyond placeholders | Sensor or wearable ingestion | Complex marketplace automation | Unrestricted buyer access | Real card payment processing or storage of sensitive payment data | Full external logistics-provider implementation unless explicitly scoped","02-01-auth-provider.md, 18-02-application-shell-navigation.md","apps/web/app/login/page.tsx renders login UI. | apps/web/app/logout/page.tsx and logged-out/page.tsx support logout flow. | apps/web/app/auth/login/route.ts, auth/logout/route.ts and auth/callback/route.ts implement route handlers.",apps/web/features/auth/auth-routes.test.mjs and server-session.test.mjs cover auth UI routing helpers and sessions. | npm test passed.,docs/security/managed-auth-provider.md documents login/logout UI routes.,No missing core login/logout acceptance evidence found in the current codebase.,,Keep this ticket closed; production provider checks belong to deployment readiness.,docs/tickets/_analysis/status-overlays/phase-1-1/18-03.status.md
phase-1-1,8,18.30,18-30-root-routing-role-redirects.md,Ticket 18.30 - Root Routing and Role Redirects,P0,IMPLEMENTED,HIGH,"Define where users land when opening the app or logging in, based on authentication and active role context.",Define root route behavior | Define /login route behavior | Define /app route behavior | Define /app/breeder | Define /app/station | Define /app/admin | Redirect after login by active role | Handle users with multiple roles | Handle no-role/no-organization state | Handle unauthorized role route fallback,Unauthenticated root directs to login or public page according to policy | Authenticated user lands in correct dashboard | Multi-role user lands in selected/default context | Forbidden role routes show access denied or redirect safely | No infinite redirect loops,Use active context resolver; do not rely only on client-side checks | Protected routes require auth | Role routes require validated active context | Do not leak protected data during redirects,Root route behavior implemented | Login redirect after auth implemented | /app redirects by active role | Breeder route protected for breeder role | Station route protected for station role | Admin route protected for admin role | Multi-role/no-role states handled | Unauthorized role access handled | No redirect loops observed,Test unauthenticated root/protected behavior | Test breeder redirect | Test station redirect | Test admin redirect | Test unauthorized role access | Test no-role state,Document route map and role redirect policy,"AI insights or predictive analytics | Blockchain, token, wallet or digital asset logic | Full Equine Data Space automation | Federation / studbook automation beyond placeholders | Sensor or wearable ingestion | Complex marketplace automation | Unrestricted buyer access | Real card payment processing or storage of sensitive payment data | Full external logistics-provider implementation unless explicitly scoped","18-03-login-logout-auth-ui.md, 18-05-active-organization-role-context.md, 18-02-application-shell-navigation.md",apps/web/app/app/page.tsx redirects users based on active role context. | apps/web/features/auth/role-routing.mjs defines role landing routes. | apps/web/app/app/select-role/page.tsx handles multi-role selection.,apps/web/features/auth/role-routing.test.mjs covers root routing and role redirect behavior. | npm test passed.,docs/architecture/web-app-shell-and-navigation.md documents root routing behavior.,No missing core root routing acceptance evidence found in the current codebase.,,Keep this ticket closed.,docs/tickets/_analysis/status-overlays/phase-1-1/18-30.status.md
phase-1-1,9,18.04,18-04-user-invitation-onboarding-flow.md,Ticket 18.04 - User Invitation and First-Time Onboarding Flow,P0,NOT_IMPLEMENTED,HIGH,Create the practical process by which a platform admin invites breeders or station users into CoriTech and connects them to the right organization and role.,Admin creates invitation for a user email | Invitation references organization and intended role | System generates invite token or provider invite link | Invitation email is sent or queued | Accept-invite page exists | First-time user completes profile basics | Expired/used/invalid invite states are handled | User is mapped to organization and role after acceptance,Admin can invite Breeder or Station users | User receives or can be shown an invitation link | User can accept the invitation | User record is created or linked | UserOrganizationRole assignment is created | User sees correct role context after first login,"Invitation entity or provider-equivalent mapping must include email, organizationId, role, status, expiresAt, invitedByUserId, acceptedAt | Invitation status should support PENDING, ACCEPTED, EXPIRED, REVOKED | Create invitation endpoint/service | Accept invitation endpoint/service | Validate invitation token | Revoke invitation optional for P0 if documented | Invite tokens must be unguessable and expire | Invitation must not grant role until accepted/validated | Role assignment must be audit logged | Admin-only creation of invitations",Admin can create user invitation for organization and role | Invitation has expiry | User can accept valid invitation | Invalid/expired invitation is rejected with clear UI | Accepted invitation creates or links User | Accepted invitation creates UserOrganizationRole | Role assignment is audit logged | User lands in correct area after onboarding | No open self-registration into privileged roles,Test invite creation permission | Test valid invite acceptance | Test expired/invalid invite rejection | Test role assignment after acceptance,Document onboarding flow in /docs/product or /docs/security | Document invite ownership and expiry assumptions,"AI insights or predictive analytics | Blockchain, token, wallet or digital asset logic | Full Equine Data Space automation | Federation / studbook automation beyond placeholders | Sensor or wearable ingestion | Complex marketplace automation | Unrestricted buyer access | Real card payment processing or storage of sensitive payment data | Full external logistics-provider implementation unless explicitly scoped","02-01-auth-provider.md, 08-02-user-organization-admin.md, 09-01-email-provider-integration.md","No invitation model, invitation route or onboarding acceptance flow found.",No invitation/onboarding tests found.,docs/security/managed-auth-provider.md documents managed auth but not invitation workflow implementation.,"No invitation creation, acceptance, membership assignment or onboarding UI found.",Depends on admin user/org management.,Implement invitation/onboarding after admin user/org management exists.,docs/tickets/_analysis/status-overlays/phase-1-1/18-04.status.md
phase-1-1,10,18.05,18-05-active-organization-role-context.md,Ticket 18.05 - Active Organization and Role Context,P0,IMPLEMENTED,HIGH,Ensure every user action runs under an explicit active organization and role context so workflow proof and permissions remain unambiguous.,Determine active organization on login | Create organization/role switcher for multi-context users | Persist active context in session or secure app state | Expose active context to API/service layer | Display active context in app shell | Use active context in audit/proof attribution | Handle users with no valid active organization,Single-role users get context automatically | Multi-role users can switch context | User always sees which organization/role they are acting as | Permissions are evaluated against active context | Actions record active organization and role,Do not trust client-selected context without server validation | Context switch must validate UserOrganizationRole membership | Centralize active context resolver | Avoid passing organizationId from arbitrary UI input when it can be derived from context | Create context endpoint if needed | Create switch active context action if needed | Expose current context to frontend | User cannot switch to organization/role they do not hold | All proof/audit events must use validated active context | Admin context must be clearly indicated,Active context exists for authenticated user | Single-context user gets automatic context | Multi-context user can switch context | Invalid context switch is rejected | App shell displays active organization and role | API/services can access validated active context | Audit/proof hooks can use active context | Permission checks use active context,Test context resolution for single-role user | Test context switch for multi-role user | Test rejection of unauthorized context | Test API permission check against active context,Document active-context pattern in role/permission docs,"AI insights or predictive analytics | Blockchain, token, wallet or digital asset logic | Full Equine Data Space automation | Federation / studbook automation beyond placeholders | Sensor or wearable ingestion | Complex marketplace automation | Unrestricted buyer access | Real card payment processing or storage of sensitive payment data | Full external logistics-provider implementation unless explicitly scoped","01-01-user-organization-role-model.md, 02-02-rbac-middleware.md",apps/web/app/app/select-role/page.tsx renders active role selection. | apps/web/app/app/context/switch/route.ts switches active context. | apps/web/features/auth/active-context-runtime.mjs validates active organization/role context cookies.,apps/web/features/auth/active-context-runtime.test.mjs covers active context validation and switching. | apps/web/features/auth/role-routing.test.mjs covers role landing behavior. | npm test passed.,docs/security/managed-auth-provider.md and docs/architecture/web-app-shell-and-navigation.md document active role behavior.,No missing core active context acceptance evidence found in the current codebase.,,Keep this ticket closed; reuse the active context guard for future routes.,docs/tickets/_analysis/status-overlays/phase-1-1/18-05.status.md
phase-1-1,11,18.06,18-06-stallion-management-ui.md,Ticket 18.06 - Stallion Management UI,P0,PARTIALLY_IMPLEMENTED,HIGH,"Allow breeding stations to create, edit and manage stallion records that semen listings depend on.",Create Station Stallion List | Create Stallion form | Edit Stallion form | Activate/inactivate stallion | Link stallion to listing creation flow | Validate required fields | Show ownership/organization context | Audit stallion changes,Station user can view own stallions | Station user can create stallion | Station user can edit own stallion | Station user cannot manage another station's stallion | Inactive stallions cannot be used for new active listings unless explicitly allowed,Use existing stallion CRUD endpoints or implement missing station-safe endpoints | Enforce organization ownership server-side | All create/edit/deactivate actions require Station role in active organization | Changes create audit log entries,Station stallion list page exists | Station can create stallion for own organization | Station can edit own stallion | Station cannot edit other station stallions | Station can activate/inactivate stallion | Listing flow can select a stallion | Required fields are validated | Stallion changes are audit logged,Test station can create own stallion | Test cross-organization access denied | Test validation errors | Test inactive stallion behavior,Update station workflow docs if present,"AI insights or predictive analytics | Blockchain, token, wallet or digital asset logic | Full Equine Data Space automation | Federation / studbook automation beyond placeholders | Sensor or wearable ingestion | Complex marketplace automation | Unrestricted buyer access | Real card payment processing or storage of sensitive payment data | Full external logistics-provider implementation unless explicitly scoped","01-02-stallion-semen-listing.md, 04-02-listing-management-ui.md",packages/database/prisma/schema.prisma models Stallion. | apps/web/features/listing-management/listing-management.mjs supports listings tied to stallions. | apps/web/app/app/station/listings/page.tsx lets station users manage listings for active stallions.,apps/web/features/listing-management/listing-management.test.mjs covers listing management behavior. | npm test passed.,docs/ui-function-map.md lists station listing management routes.,No dedicated station stallion list/create/edit UI route found. | No station stallion command surface found beyond seeded/related listing data.,Can proceed now that station auth/context and listing management are implemented.,Implement station-owned stallion management before expanding catalog/listing administration further.,docs/tickets/_analysis/status-overlays/phase-1-1/18-06.status.md
phase-1-1,12,18.09,18-09-order-command-service.md,Ticket 18.09 - Order Command Service,P0,IMPLEMENTED,HIGH,"Centralize semen order business logic in one service layer so status changes, permissions, audit, proof and notifications stay consistent.","Create OrderService / command layer | Implement createDraftOrder | Implement updateDraftOrder | Implement submitOrder | Implement receiveOrder | Implement confirmOrder | Implement rejectOrder | Implement moveToFulfilment | Implement completeOrder | Integrate permission checks, status guards, audit hooks, proof hooks and notification hooks",All order mutations go through OrderService | Invalid transitions are rejected | Relevant actions create status history | Relevant actions call audit/proof/notification services | Service returns predictable errors for UI,Avoid duplicating order transition logic in API routes or UI components | Use transaction boundaries for status update + history + audit/proof where appropriate | Keep commands idempotent where duplicate user clicks are plausible | Define typed command input/output objects | API routes/actions call OrderService only | Errors should map to standard API error format once convention exists | OrderService must validate active organization/role context | Admin overrides must be explicit and audit logged | No silent overwrite of submitted proof-relevant fields,OrderService exists | All order mutation endpoints use OrderService | Allowed transition map is centralized | Status history is created for transitions | Audit hooks are called | Proof hooks are called where relevant | Notifications hooks are called where relevant | Permission failures are rejected | Tests cover key transitions and invalid transitions,Unit tests for transition map | Service tests for create/update/submit/receive/confirm/reject/complete | Permission tests | Audit/proof hook invocation tests,Document order command/service pattern in architecture docs,"AI insights or predictive analytics | Blockchain, token, wallet or digital asset logic | Full Equine Data Space automation | Federation / studbook automation beyond placeholders | Sensor or wearable ingestion | Complex marketplace automation | Unrestricted buyer access | Real card payment processing or storage of sensitive payment data | Full external logistics-provider implementation unless explicitly scoped","01-03-semen-order-status-history.md, 01-08-audit-log-v1.md, 01-06-proof-event-v1.md, 09-02-notification-orchestration.md",packages/domain/src/orders/semen-order.mjs implements createOrderService and order status transitions. | apps/web/features/orders/prisma-semen-order-repository.ts persists orders and history. | Order UI and station UI call the command service rather than isolated demo-only logic.,packages/domain/src/orders/semen-order.test.mjs covers valid and invalid transitions. | apps/web order feature tests cover service wiring. | npm test passed.,docs/architecture/order-command-service.md documents command service behavior and status transitions.,No missing core order command service acceptance evidence found in the current codebase.,,Keep this ticket closed; future order behaviors should extend this service.,docs/tickets/_analysis/status-overlays/phase-1-1/18-09.status.md
phase-1-1,13,18.08,18-08-draft-order-submit-flow.md,Ticket 18.08 - Draft Order Save and Submit Flow,P0,IMPLEMENTED,HIGH,Make draft orders real editable work objects and provide a controlled transition from DRAFT to SUBMITTED.,Create draft order | Save draft order | Edit draft order | Cancel or delete draft according to chosen policy | Submit draft order | Validate required fields only at submit where appropriate | Create status history for DRAFT to SUBMITTED | Trigger audit and proof behavior according to event policy,"Breeder can save progress without submitting | Breeder can return to draft and edit | Breeder can submit when required fields are complete | After submission, breeder cannot freely edit proof-relevant fields | Submission creates order number if not already created or confirms it if pre-created","OrderService methods should include createDraftOrder, updateDraftOrder and submitOrder | Status transition guard must enforce DRAFT -> SUBMITTED | Submit endpoint must be idempotency-safe enough to avoid duplicate submissions | Only owning breeder organization can edit draft | Only validated active breeder context can submit | Submission creates audit log and appropriate proof event; draft save should not overstate proof",Breeder can create draft | Breeder can save draft with partial data | Breeder can edit own draft | Breeder can submit complete draft | Incomplete draft submit is rejected with clear validation | DRAFT -> SUBMITTED transition is recorded in status history | Audit log records submission | Proof event policy is respected | Submitted order is visible to assigned station | Cross-organization draft access is denied,Test draft creation | Test draft update | Test submit validation | Test DRAFT -> SUBMITTED transition | Test station visibility after submit | Test duplicate submit prevention,Document draft/submit lifecycle in product workflow docs,"AI insights or predictive analytics | Blockchain, token, wallet or digital asset logic | Full Equine Data Space automation | Federation / studbook automation beyond placeholders | Sensor or wearable ingestion | Complex marketplace automation | Unrestricted buyer access | Real card payment processing or storage of sensitive payment data | Full external logistics-provider implementation unless explicitly scoped","01-03-semen-order-status-history.md, 03-03-semen-order-creation-flow.md, 18-09-order-command-service.md",apps/web/app/app/orders/new/page.tsx exposes save draft and submit draft actions. | apps/web/features/order-creation/semen-order-creation.mjs persists draft updates and submit transitions. | packages/domain/src/orders/semen-order.mjs enforces DRAFT to SUBMITTED behavior.,apps/web/features/order-creation/semen-order-creation.test.mjs and packages/domain/src/orders/semen-order.test.mjs cover draft save/submit. | npm test passed.,docs/architecture/order-command-service.md documents draft and submit commands.,No missing core draft save/submit acceptance evidence found in the current codebase.,,Keep this ticket closed.,docs/tickets/_analysis/status-overlays/phase-1-1/18-08.status.md
phase-1-1,14,18.10,18-10-station-receive-order-step.md,Ticket 18.10 - Station Receive Order Step,P0,IMPLEMENTED,HIGH,Operationalize the RECEIVED status so a station can acknowledge that a submitted order has entered station review.,"Add Station action: Mark as Received | Enforce SUBMITTED -> RECEIVED transition | Capture timestamp, actor, role and organization | Allow optional station note | Update station order UI | Notify breeder if configured | Audit log action | Optionally create SEMEN_ORDER_RECEIVED proof event if event type exists or add it deliberately",Station sees submitted orders needing receipt | Station can mark order as received | Breeder can see received status | Station cannot receive orders assigned to another station | Station cannot receive already rejected/cancelled/completed orders,OrderService.receiveOrder handles transition | Endpoint/action calls receiveOrder | Optional note stored in status history or order activity | Only assigned station active context can mark received | Action is audit logged | Proof event creation must not overstate verification beyond station acknowledgement,SUBMITTED -> RECEIVED transition implemented | Station UI exposes receive action | Receive action records actor/role/org/time | Status history includes receive step | Audit log records receive step | Breeder can see received status | Invalid receive transitions are rejected | Cross-station receive is denied,Test assigned station can receive submitted order | Test invalid transitions denied | Test cross-organization denial | Test audit/status history creation,Update order lifecycle documentation with RECEIVED step,"AI insights or predictive analytics | Blockchain, token, wallet or digital asset logic | Full Equine Data Space automation | Federation / studbook automation beyond placeholders | Sensor or wearable ingestion | Complex marketplace automation | Unrestricted buyer access | Real card payment processing or storage of sensitive payment data | Full external logistics-provider implementation unless explicitly scoped","18-09-order-command-service.md, 04-03-station-order-management.md",apps/web/app/app/station/orders/page.tsx exposes station receive action. | apps/web/features/station-order-management/station-order-management.mjs executes receive_order against createOrderService. | packages/domain/src/orders/semen-order.mjs supports SUBMITTED to STATION_RECEIVED.,apps/web/features/station-order-management/station-order-management.test.mjs and packages/domain/src/orders/semen-order.test.mjs cover receive behavior. | npm test passed.,docs/architecture/order-command-service.md documents station receive transition.,No missing core station receive acceptance evidence found in the current codebase.,,Keep this ticket closed.,docs/tickets/_analysis/status-overlays/phase-1-1/18-10.status.md
phase-1-1,15,18.13,18-13-shipment-command-service.md,Ticket 18.13 - Shipment Command Service,P0,IMPLEMENTED,HIGH,"Centralize shipment actions in a service so shipment status, proof events, audit logs and notifications are consistent.",Create ShipmentService | Implement createShipment | Implement updateShipmentStatus | Implement attachTrackingReference | Implement markDelivered | Implement markDelayed | Validate shipment can be created only for eligible orders | Emit audit/proof/notification hooks | Normalize manual and provider-originated tracking events,Station can create shipment for confirmed/in fulfilment order according to policy | Station can update shipment status | Status updates create tracking events | Delivered status can trigger delivery confirmation path if configured | Breeder sees current shipment status,Use transaction boundaries for shipment + tracking event + audit/proof where appropriate | Do not couple core shipment logic to one external provider | Keep logistics adapter input normalized | Shipment mutation endpoints call ShipmentService | Service exposes typed command inputs and standard errors | Only assigned station/admin can mutate shipment | Breeder may view but not mutate shipment unless delivery confirmation ticket allows acknowledgement | All status changes audit logged,ShipmentService exists | Shipment can be created only for eligible order statuses | Tracking event created for status update | Audit hook called for shipment changes | Proof hook called for configured events | Manual and provider event paths use same normalized service | Unauthorized mutation denied | Tests cover status update and permission rules,Test create shipment for confirmed order | Test create shipment denied for draft/submitted order | Test status update creates tracking event | Test audit/proof hooks | Test unauthorized mutation denial,Document shipment service and provider adapter relationship,"AI insights or predictive analytics | Blockchain, token, wallet or digital asset logic | Full Equine Data Space automation | Federation / studbook automation beyond placeholders | Sensor or wearable ingestion | Complex marketplace automation | Unrestricted buyer access | Real card payment processing or storage of sensitive payment data | Full external logistics-provider implementation unless explicitly scoped","01-04-shipment-tracking-event.md, 05-02-logistics-adapter-interface.md, 01-08-audit-log-v1.md, 01-06-proof-event-v1.md",packages/domain/src/shipments/shipment.mjs implements createShipmentService. | apps/web/features/shipments/prisma-shipment-repository.ts persists shipment commands. | apps/web/features/shipments/shipment-management.mjs uses the service from station UI.,packages/domain/src/shipments/shipment.test.mjs covers shipment command behavior. | apps/web/features/shipments/shipment-management.test.mjs covers UI command wiring. | npm test passed.,docs/architecture/shipment-command-service.md documents shipment command behavior.,No missing core shipment command service acceptance evidence found in the current codebase.,,Keep this ticket closed; carrier adapter remains separate.,docs/tickets/_analysis/status-overlays/phase-1-1/18-13.status.md
